State,Number,Summary,Bill Type,Date,Status,Erin Reed's State Risk,Notes,URL,Sponsors,Calendar,Change Hash
California,AB583,Birthing Justice for California Families Pilot Project.,Trans Inclusion Bill,5/18/2023,In committee: Held under submission.,Safest,"Provides grants for 3 year program to specified entities, including community-based doula groups, to provide full-spectrum doula care to pregnant and birthing people who are low income and do not qualify for Medi-Cal or who are from communities that experience high rates of negative birth outcomes",https://legiscan.com/CA/bill/AB583/2023,Buffy Wicks,"Hearing 2023-04-11 13:30 1021 O Street, Room 1100, Hearing 2023-05-03 09:00 1021 O Street, Room 1100, Hearing 2023-05-18 00:00 1021 O Street, Room 1100",6f9e1a06d5702a91c363deb3c0f94098
Nevada,SB302,Revises provisions relating to health care. (BDR 54-55),Safe State Bill,6/5/2023,No further consideration.,Low,,https://legiscan.com/NV/bill/SB302/2023,"James Ohrenschall, Melanie Scheible, Patricia Spearman, Dallas Harris, Edgar Flores, Dina Neal, Rochelle Nguyen, Julie Pazina","Hearing 2023-04-05 08:00 Room 2134, Hearing 2023-04-13 08:00 Room 2134, Hearing 2023-05-17 12:00 Room 4100",7cf5333b15c1983146d09f890f2ff943
California,SB372,Department of Consumer Affairs: licensee and registrant records: name and gender changes.,Birth Certificate Or Identification,6/28/2023,Read second time and amended. Re-referred to Com. on APPR.,Safest,The bill would require the board to remove the licensee’s or registrant’s former name or gender from its online license verification system and treat this information as confidential.,https://legiscan.com/CA/bill/SB372/2023,"Caroline Menjivar, Dave Cortese, Matt Haney, Alex Lee, Gail Pellerin, Greg Wallis, Scott Wiener","Hearing 2023-03-27 00:00 1021 O Street, Room 2100, Hearing 2023-04-18 13:30 1021 O Street, Room 2100, Hearing 2023-05-01 10:00 1021 O Street, Room 2200, Hearing 2023-05-18 00:00 1021 O Street, Room 2200, Hearing 2023-06-20 09:30 1021 O Street, Room 1100, Hearing 2023-06-27 09:00 State Capitol, Room 437",3c8eaef06f7ebf091d5a598974e1cc09
California,AB1163,"Lesbian, Gay, Bisexual, and Transgender Disparities Reduction Act.",Birth Certificate Or Identification,7/12/2023,From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 0.) (July 11). Re-referred to Com. on APPR.,Safest,Revise state forms to allow individuals to provide their accurate gender identification,https://legiscan.com/CA/bill/AB1163/2023,Luz Rivas,"Hearing 2023-04-19 09:00 State Capitol, Room 437, Hearing 2023-05-03 09:00 1021 O Street, Room 1100, Hearing 2023-05-10 09:00 1021 O Street, Room 1100, Hearing 2023-05-18 00:00 1021 O Street, Room 1100, Hearing 2023-06-27 09:00 1021 O Street, Room 1200, Hearing 2023-07-11 09:00 1021 O Street, Room 2100",2af2e069f29eb6a64d16c83d7b9a410d
Maine,LD93,An Act to Ensure Access for All Caregivers to Diaper Changing Stations in State Buildings Open to the Public,Diaper Changing Station Bill,6/27/2023,"On motion by Senator ROTUNDO of Androscoggin PLACED ON THE SPECIAL APPROPRIATIONS TABLE pending PASSAGE TO BE ENACTED, in concurrence.",Low,Ensures all caretakers be given access to diaper changing station in public restrooms,https://legiscan.com/ME/bill/LD93/2023,"Amanda Collamore, Glenn Curry, Bradlee Farrin, Tiffany Roberts-Lovell","Hearing 2023-03-02 13:00 Cross Building, Room 209, Hearing 2023-03-28 13:00 Cross Building, Room 206, Hearing 2023-04-14 09:30 Cross Building, Room 206, Hearing 2023-04-18 15:00 Cross Building, Room 206, Hearing 2023-04-25 14:00 Cross Building, Room 206",e2c7fd73865da63fc4c7cad371c9ee8a
California,AB1432,Health care coverage.,Health Care Equity,6/22/2023,From committee: Do pass and re-refer to Com. on APPR. (Ayes 10. Noes 2.) (June 21). Re-referred to Com. on APPR.,Safest,,https://legiscan.com/CA/bill/AB1432/2023,Wendy Carrillo,"Hearing 2023-04-18 13:30 1021 O Street, Room 1100, Hearing 2023-05-03 09:00 1021 O Street, Room 1100, Hearing 2023-05-10 09:00 1021 O Street, Room 1100, Hearing 2023-06-21 13:30 1021 O Street, Room 1200",423fcbcd6384d6997966a2b0903ce0f0
Connecticut,SB00003,"An Act Concerning Online Privacy, Data And Safety Protections.",Provider Protections,6/26/2023,Signed by the Governor,Safest,Stops the transfer of data relating to gender affirming care,https://legiscan.com/CT/bill/SB00003/2023,"Judiciary Committee, Martin Looney, Robert Duff, Saud Anwar, Jorge Cabrera, Christine Cohen, Mae Flexer, John Fonfara, Herron Gaston, Jan Hochadel, Julie Kushner, Matthew Lesser, Rick Lopes, Cici Maher, James Maroney, Martha Marx, Douglas McCrory, Patricia Miller, Marilyn Moore, MD Rahman, Derek Slap, Gary Winfield, Hubert Delany, Matt Blumenthal, Norman Needleman, Heather Bond Somers, Tony Hwang, Ryan Fazio, Paul Cicarella, Jeff Gordon, Sarah Keitt, Kara Rochelle, Holly Cheeseman, Eleni Kavros DeGraw, Christie Carpino, Kathy Kennedy, John-Michael Parker, Cristin McCarthy Vahey",Hearing 2023-03-22 00:00 ,90382019a3c886fc294ad889826a36ef
Nevada,AB267,Revises provisions governing cultural competency training. (BDR 40-820),LGBTQ+ Inclusive Training,6/5/2023,Approved by the Governor. Chapter 202.,Low,,https://legiscan.com/NV/bill/AB267/2023,"Selena Torres, Fabian Donate, Edgar Flores, Reuben D'Silva, Bea Duran, Cecelia Gonzalez, Brittney Miller, Duy Nguyen, Rochelle Nguyen","Hearing 2023-03-13 13:30 Room 4100, Hearing 2023-05-09 15:30 Room 2134, Hearing 2023-05-18 00:00 Room 2134",299e5ac198664a504b38847aa5d482c9
Washington,HB1207,"Preventing and responding to harassment, intimidation, bullying, and discrimination in schools.",LGBTQ+ Inclusive Training,5/4/2023,Effective date 7/23/2023.,Safest,Anti bullying and harrassment policies and information that is trans inclusive,https://legiscan.com/WA/bill/HB1207/2023,"Tana Senn, Skyler Rude, Jake Fey, Julia Reed, Steve Bergquist, Alex Ramel, Beth Doglio, Lisa Callan, My-Linh Thai, Gerry Pollet","Hearing 2023-01-19 08:00 House Committee on Education, Hearing 2023-01-26 08:00 House Committee on Education, Hearing 2023-03-20 13:30 Senate Committee on Early Learning & K-12 Education, Hearing 2023-03-22 13:30 Senate Committee on Early Learning & K-12 Education",f4bc2d1685981b7ad0144d093e93934a
California,AB1487,"Public health: Transgender, Gender Variant, and Intersex Wellness Reentry Fund.",LGBTQ+ Carceral Survivor Re-Entry,7/3/2023,In committee: Referred to APPR suspense file.,Safest,"Creates the Transgender, Gender Variant, and Intersex Wellness Reentry Fund for purposes of funding grants to create programs, or funding existing programs, focused on reentry programming specifically to support transgender, gender variant, and intersex people who have experienced carceral systems",https://legiscan.com/CA/bill/AB1487/2023,Miguel Santiago,"Hearing 2023-04-11 13:30 1021 O Street, Room 1100, Hearing 2023-05-03 09:00 1021 O Street, Room 1100, Hearing 2023-05-10 09:00 1021 O Street, Room 1100, Hearing 2023-05-18 00:00 1021 O Street, Room 1100, Hearing 2023-06-21 13:30 1021 O Street, Room 1200, Hearing 2023-07-03 10:00 1021 O Street, Room 2200",95392c7ded2364795592da1621a78e0b
Nevada,AB357,Revises provisions governing sexual education in public schools. (BDR 34-163),LGBTQ+ Inclusive Curriculum,6/6/2023,(No further action taken.),Low,,https://legiscan.com/NV/bill/AB357/2023,"Shannon Bilbray-Axelrod, Selena Torres, Howard Watts, Sarah Peters, Dallas Harris",,31454f334be6b5075c1e4eea0078dbbc
Hawaii,SCR87,Requesting The Department Of Accounting And General Services To Provide Menstrual Products At No Cost In State Buildings Under The Jurisdiction Of The Department Of Accounting And General Services That Are Open To The Public And Contain Public Restrooms.,LGBTQ+ Inclusive Menstrual Rights,4/17/2023,"Report adopted. referred to the committee(s) on FIN as amended in HD 1 with none voting aye with reservations; Representative(s) Garcia voting no (1) and Representative(s) Lowen, Nakashima excused (2).",Safest,Includes gender neutral restrooms in menstrual product provisions,https://legiscan.com/HI/bill/SCR87/2023,"Joy San Buenaventura, Henry Aquino, Stanley Chang, Mike Gabbard, Angus McKelvey, Sharon Moriwaki, Maile Shimabukuro, Gil Keith-agaran, Donna Kim, Glenn Wakai","Hearing 2023-03-31 13:00 Conference Room 225 & Videoconference, Hearing 2023-04-13 09:30 Conference Room 309 VIA VIDEOCONFERENCE",b875ab37614c380e52bf4af321ce3b10
California,SB760,School facilities: all-gender restrooms.,Inclusive Bathrooms,7/13/2023,From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 4. Noes 0.) (July 12).,Safest,,https://legiscan.com/CA/bill/SB760/2023,"Josh Newman, Toni Atkins, Susan Eggman, Steve Glazer, Corey Jackson, John Laird, Evan Low, Caroline Menjivar, Scott Wiener, Rick Zbur","Hearing 2023-04-12 09:00 1021 O Street, Room 2100, Hearing 2023-05-01 10:00 1021 O Street, Room 2200, Hearing 2023-05-18 00:00 1021 O Street, Room 2200, Hearing 2023-07-12 13:30 State Capitol, Room 126",311bb9b1ffd3394cf8d1a0a20198b37b
Colorado,HB1218,Health Facility Patient Information Denied Service,Health Care Equity,5/10/2023,Governor Signed,Safest,"Requires health care facilities maintain and distribute lists of non covered services, such as those relating to gender affirming care, as to not be of suprise to patients receiving care",https://legiscan.com/CO/bill/HB1218/2023,"Kyle Brown, Brianna Titone, Sonya Jaquez Lewis, Judith Amabile, Jennifer Bacon, Shannon Bird, Lindsey Daugherty, Ruby Dickson, Monica Duran, Regina English, Elisabeth Epps, Meg Froelich, Serena Gonzales-Gutierrez, Eliza Hamrick, Leslie Herod, Iman Jodeh, Cathy Kipp, Sheila Lieder, Mandy Lindsay, William Lindstedt, Javier Mabrey, Julie McCluskie, Karen McCormick, Dafna Michaelson Jenet, Jennifer Parenti, Naquetta Ricks, Emily Sirota, Marc Snyder, Tammy Story, Alex Valdez, Elizabeth Velasco, Stephanie Vigil, Michael Weissman, Jenny Willford, Steven Woodrow, Mary Young, Chris Kennedy, Lisa Cutter, Thomas Exum, Joann Ginal, Nick Hinrichsen, Chris Kolker, Janice Marchman, Dominick Moreno, Kyle Mullica, Kevin Priola, Faith Winter, Rachel Zenzinger","Hearing 2023-03-17 00:00 Room 0112, Hearing 2023-04-14 08:00 Room Old State Library, Hearing 2023-04-27 13:30 Room SCR 357, Hearing 2023-05-01 08:45 Room LSB-B",59750a1c382b0ffc8f6d41e13f1a047b
Massachusetts,S621,Relative to gender-affirming hair removal treatment,Health Care Equity,4/28/2023,Hearing rescheduled to 05/02/2023 from 10:00 AM-01:00 PM in Gardner Auditorium,Safest,Mandates gender affirming hair removal be covered by insurance,https://legiscan.com/MA/bill/S621/2023,"Julian Cyr, Natalie Higgins","Hearing 2023-05-02 10:00 A2 and virtual, Hearing 2023-05-02 10:00 Gardner Auditorium",d5c86a5bea62c23868f9aa09c8dfbfba
Massachusetts,H1037,Relative to trans-inclusive health care access,Health Care Equity,4/28/2023,Hearing rescheduled to 05/02/2023 from 10:00 AM-01:00 PM in Gardner Auditorium,Safest,"No insurer or producer authorized to issue policies of insurance pursuant shall reject a letter from a health care provider stating necessity of gender affirming care, nor require more than one letter",https://legiscan.com/MA/bill/H1037/2023,"Natalie Higgins, Christine Barber, Mindy Domb, Lindsay Sabadosa, Steven Owens, James Hawkins, Jack Lewis, Joanne Comerford, Rebecca Rausch, Samantha Montano, Adrianne Ramos, Julian Cyr","Hearing 2023-05-02 10:00 A2 and virtual, Hearing 2023-05-02 10:00 Gardner Auditorium",cc380f0d86b58e75680c7555936b28e2
Massachusetts,S596,Relative to trans-inclusive health care access,Health Care Equity,4/28/2023,Hearing rescheduled to 05/02/2023 from 10:00 AM-01:00 PM in Gardner Auditorium,Safest,"No insurer or producer authorized to issue policies of insurance pursuant shall reject a letter from a health care provider stating necessity of gender affirming care, nor require more than one letter",https://legiscan.com/MA/bill/S596/2023,"Joanne Comerford, Jack Lewis, Jason Lewis, James Eldridge, Julian Cyr, Rebecca Rausch, Patricia Jehlen, Robyn Kennedy","Hearing 2023-05-02 10:00 A2 and virtual, Hearing 2023-05-02 10:00 Gardner Auditorium",3fcc9d512adb70b9b8b3b1ccb3ce9b14
Oregon,HB3443,Relating to occurrences of bias.,Hate Crimes/Aggravating Circumstances,6/24/2023,President signed.,Safest,Provides that tenant who is bias crime victim is not responsible for damages resulting from commission of bias crime. Provides that perpetration of bias crime by tenant constitutes cause for termination of tenancy. Bias crime entails the targeting of LGBTQ+ people,https://legiscan.com/OR/bill/HB3443/2023,"Khanh Pham, James Manning, Kayse Jama, Tom Andersen, Ben Bowman, Janelle Bynum, Farrah Chaichi, Maxine Dexter, Julianne Fahey, Mark Gamba, Dacia Grayber, Annessa Hartman, Ken Helm, Jason Kropf, Pam Marsh, Susan McLain, Travis Nelson, Daniel Nguyen, Hoa Nguyen, Robert Nosse, Lisa Reynolds, Nathan Sosa, Wlnsvey Campos, Michael Dembrow, Floyd Prozanski, Elizabeth Steiner Hayward","Hearing 2023-03-07 08:00 HR F, Hearing 2023-03-20 08:00 HR D, Hearing 2023-03-27 08:00 HR D, Hearing 2023-04-19 08:30 HR C, Hearing 2023-04-24 08:45 HR C, Hearing 2023-05-02 13:00 HR D, Hearing 2023-05-09 13:00 HR D",116fed9507366b703510a9e9fce2cccc
California,AB230,Menstrual products: Menstrual Equity for All Act of 2021.,LGBTQ+ Inclusive Menstrual Rights,6/26/2023,In committee: Referred to APPR. suspense file.,Safest,Provides menstrual products in men's and gender neutral bathrooms,https://legiscan.com/CA/bill/AB230/2023,"Eloise Reyes, Dawn Addis, Cecilia Aguiar-Curry, Rebecca Bauer-Kahan, Anna Caballero, Maria Durazo, Lena Gonzalez, Tina McKinnor, Caroline Menjivar, Gail Pellerin, Cottie Petrie-Norris, Pilar Schiavo, Nancy Skinner, Lola Smallwood-Cuevas, Aisha Wahab, Wendy Carrillo","Hearing 2023-03-22 13:30 State Capitol, Room 126, Hearing 2023-04-19 09:00 1021 O Street, Room 1100, Hearing 2023-05-18 00:00 1021 O Street, Room 1100, Hearing 2023-06-14 09:00 1021 O Street, Room 2100, Hearing 2023-06-26 10:00 1021 O Street, Room 2200",9d4477932a7aaa9c600d987b642e4610
California,SB59,Menstrual Product Accessibility Act.,LGBTQ+ Inclusive Menstrual Rights,5/18/2023,May 18 hearing: Held in committee and under submission.,Safest,Provides menstrual products in men's and gender neutral bathrooms,https://legiscan.com/CA/bill/SB59/2023,"Nancy Skinner, Cecilia Aguiar-Curry, Catherine Blakespear, Lisa Calderon, Laurie Davies, Laura Friedman, Caroline Menjivar, Gail Pellerin, Cottie Petrie-Norris, Eloise Reyes, Susan Rubio, Pilar Schiavo, Aisha Wahab","Hearing 2023-03-14 09:30 1021 O Street, Room 1200, Hearing 2023-03-29 13:30 1021 O Street, Room 1200, Hearing 2023-04-17 10:00 1021 O Street, Room 2200, Hearing 2023-05-18 00:00 1021 O Street, Room 2200",932772edf58e8a78b06653a661ddbb6c
Hawaii,SCR27,"Urging The University Of Hawaii System To Provide Menstrual Products, Free Of Charge, To Students At All Of Its University, Community College, And Education Center Campuses As Part Of A Public Health And Education Equity Strategy That Addresses Economic Disparities.",LGBTQ+ Inclusive Menstrual Rights,4/17/2023,"Report adopted; referred to the committee(s) on FIN with none voting aye with reservations; Representative(s) Garcia, Pierick voting no (2) and Representative(s) Lowen, Nakashima excused (2).",Safest,,https://legiscan.com/HI/bill/SCR27/2023,"Donna Kim, Kurt Fevella, Mike Gabbard, Gil Keith-agaran, Angus McKelvey, Sharon Moriwaki, Glenn Wakai","Hearing 2023-03-16 15:00 Conference Room 229 & Videoconference, Hearing 2023-04-12 14:00 Conference Room 309 VIA VIDEOCONFERENCE, Hearing 2023-04-13 14:05 Conference Room 309 VIA VIDEOCONFERENCE",1a84edfa951b316b0aeca04170d0c703
New Hampshire,SB209,Relative to providing menstrual hygiene products at no cost to individuals who biologically menstruate in state and county correctional facilities.,LGBTQ+ Inclusive Menstrual Rights,5/4/2023,Lay SB209 on Table (Rep. Harriott-Gathright): Motion Adopted DV 357-9 05/04/2023 House Journal  13 P. 20,Moderate," The superintendent of each county correctional facility shall provide sufficient menstrual hygiene products to individuals who are in the custody of the county who biologically menstruate, at no cost to such persons",https://legiscan.com/NH/bill/SB209/2023,"Becky Whitley, Suzanne Prentiss, Shannon Chandley, Rebecca Perkins Kwoka, Lou D'Allesandro, Cindy Rosenwald, Debra Altschiller, Donovan Fenton, David Watters, Donna Soucy, Alexis Simpson, Ellen Read, Linda Harriott-Gathright","Hearing 2023-02-16 09:45 Room 103, State House, Hearing 2023-03-29 13:45 Legislative Office Building 202-204, Hearing 2023-03-30 09:00 Legislative Office Building 202-204",bc0d50204c13c80f7f223b3a7d4ddec7
Florida,H0389,Menstrual Hygiene Products in Public Schools,LGBTQ+ Inclusive Menstrual Rights,5/18/2023,Chapter No. 2023-100,DO NOT TRAVEL,Provides menstrual products in nurse's office for free,https://legiscan.com/FL/bill/H0389/2023,"Education Quality Subcommittee, Kelly Skidmore, Kristen Arrington, Robin Bartleman, Fabian Basabe, Christopher Benjamin, LaVon Bracy Davis, Joseph Casello, Lisa Dunkley, Anna Eskamani, Gallop Franklin, Jennifer Harris, Dianne Hart, Yvonne Hayes Hinson, Christine Hunschofsky, Dotie Joseph, Johanna Lopez, Jim Mooney, Angela Nixon, Rachel Plakon, Michele Rayner-Goolsby, Felicia Simone Robinson, Michelle Salzman, David Silvers, Dana Trabulsy, Susan Valdes, Katherine Waldron, Patricia Hawkins-Williams, Marie Woodson","Hearing 2023-03-29 15:00 , Hearing 2023-04-11 14:00 ",f579129c032e2bc93a481bafb131b23c
Pennsylvania,HB851,"In school health services, providing for Menstrual Hygiene Products Accessibility Grant Program; and making an appropriation.",LGBTQ+ Inclusive Menstrual Rights,4/10/2023,Referred to EDUCATION,Low,,https://legiscan.com/PA/bill/HB851/2023,"Darisha Parker, Carol Hill-Evans, Maureen Madden, Joseph Hohenstein, Mary Jo Daley, Lisa Borowski, La'Tasha Mayes, Donna Bullock, Tarah Probst, Mary Isaacson, Johanny Cepeda-Freytiz, Melissa Shusterman, Mandy Steele, Tina Davis, Stephen Kinsey, Nancy Guenst, Scott Conklin, Joseph Ciresi, Ben Sanchez, Steven Malagari, Michael Schlossberg, Danilo Burgos, Tarik Khan, Dan Williams, Liz Hanbidge, Sara Innamorato, Roni Green, Rick Krajewski, Emily Kinkead, Gina Curry, Mark Gillen, Jennifer O'Mara, Justin Fleming, Perry Warren",,8eef28e03d54d6c51f43d807f5d1a15e
Hawaii,SR78,Requesting The Department Of Accounting And General Services To Provide Menstrual Products At No Cost In State Buildings Under The Jurisdiction Of The Department Of Accounting And General Services That Are Open To The Public And Contain Public Restrooms.,LGBTQ+ Inclusive Menstrual Rights,5/22/2023,Certified copies of resolutions sent.,Safest,,https://legiscan.com/HI/bill/SR78/2023,"Joy San Buenaventura, Henry Aquino, Stanley Chang, Mike Gabbard, Angus McKelvey, Sharon Moriwaki, Maile Shimabukuro, Gil Keith-agaran, Donna Kim, Glenn Wakai",Hearing 2023-03-31 13:00 Conference Room 225 & Videoconference,820743887d9e329583e4a00332554125
New Hampshire,HB421,Relative to providing menstrual hygiene products at no cost to individuals who biologically menstruate in state and county correctional facilities.,LGBTQ+ Inclusive Menstrual Rights,7/12/2023,Enrolled Bill Amendment # 2023-2244e: Amendment Adopted Voice Vote (in recess of) 06/29/2023 House Journal  17,Moderate,Provides menstrual products for incarcerated peoples,https://legiscan.com/NH/bill/HB421/2023,"Ellen Read, Alissandra Murray, Cam Kenney, Daniel Popovici-Muller, Rebecca Perkins Kwoka, Debra Altschiller","Hearing 2023-01-20 11:30 Legislative Office Building 202-204, Hearing 2023-02-06 14:00 Legislative Office Building 202-204, Hearing 2023-02-24 09:00 Legislative Office Building 202-204, Hearing 2023-04-12 09:30 Room 103, State House",0d7810d526000386674e8ef4c733847e
New Hampshire,HB129,Relative to menstrual hygiene products in schools.,LGBTQ+ Inclusive Menstrual Rights,5/11/2023,"Inexpedient to Legislate, Motion Adopted, Voice Vote === BILL KILLED ===; 05/11/2023; Senate Journal 14",Moderate,,https://legiscan.com/NH/bill/HB129/2023,Jess Edwards,"Hearing 2023-01-24 13:15 Legislative Office Building 210-211, Hearing 2023-03-15 11:00 Legislative Office Building 210-211, Hearing 2023-04-11 09:00 Room 101, Legislative Office Building",8046a7147961ca67503764c7bacee39a
Pennsylvania,HB799,"In school health services, providing for menstrual hygiene products.",LGBTQ+ Inclusive Menstrual Rights,4/3/2023,Referred to EDUCATION,Low,,https://legiscan.com/PA/bill/HB799/2023,"Danielle Otten, Ben Sanchez, Jose Giral, Maureen Madden, Joseph Hohenstein, Carol Hill-Evans, Christopher Rabb, Mary Isaacson, Stephen Kinsey, Robert Freeman, Tina Davis, Liz Hanbidge, Joseph Ciresi, Nancy Guenst, Tarah Probst, Danilo Burgos, Tarik Khan, Rick Krajewski, Johanny Cepeda-Freytiz, Stephen Samuelson, Melissa Shusterman, Dan Williams, David Delloso, Elizabeth Fiedler, Emily Kinkead, Perry Warren, Jennifer O'Mara, Steven Malagari, Gina Curry, Mark Gillen, La'Tasha Mayes, Justin Fleming, Roni Green, Paul Takac, Mary Jo Daley",,35ae6168bbf6741f51d16acd2707c274
Hawaii,HR133,Requesting The Department Of Accounting And General Services To Provide Menstrual Products At No Cost In State Buildings Under The Jurisdiction Of The Department Of Accounting And General Services That Are Open To The Public And Contain Public Restrooms.,LGBTQ+ Inclusive Menstrual Rights,3/31/2023,"Report adopted. referred to the committee(s) on FIN as amended in HD 1 with Representative(s) Garcia voting aye with reservations; none voting no (0) and Representative(s) Gates, Ichiyama, Ilagan, Kila, Poepoe, Quinlan excused (6).",Safest,,https://legiscan.com/HI/bill/HR133/2023,"Rachele Fernandez Lamosao, Terez Amato, Cory Chun, Elle Cochran, Ernesto Ganaden, Andrew Garrett, Kirstin Kahaloa, Jeanne Kapela, Darius Kila, Bertrand Kobayashi, Trish La Chica, Nicole Lowen, Lisa Marten, John Mizuno, Daynette Morikawa, Amy Perruso, Mahina Poepoe, Jackson Sayama, David Tarnas",Hearing 2023-03-29 10:00 Conference Room 309 VIA VIDEOCONFERENCE,b433e3748e0003b7a791ef2074a1d6ba
Hawaii,HCR132,Requesting The Department Of Accounting And General Services To Provide Menstrual Products At No Cost In State Buildings Under The Jurisdiction Of The Department Of Accounting And General Services That Are Open To The Public And Contain Public Restrooms.,LGBTQ+ Inclusive Menstrual Rights,3/31/2023,"Report adopted. referred to the committee(s) on FIN as amended in HD 1 with Representative(s) Garcia voting aye with reservations; none voting no (0) and Representative(s) Gates, Ichiyama, Ilagan, Kila, Poepoe, Quinlan excused (6).",Safest,,https://legiscan.com/HI/bill/HCR132/2023,"Rachele Fernandez Lamosao, Terez Amato, Cory Chun, Elle Cochran, Ernesto Ganaden, Andrew Garrett, Kirstin Kahaloa, Jeanne Kapela, Darius Kila, Bertrand Kobayashi, Trish La Chica, Nicole Lowen, Lisa Marten, John Mizuno, Daynette Morikawa, Amy Perruso, Mahina Poepoe, Jackson Sayama, David Tarnas",Hearing 2023-03-29 10:00 Conference Room 309 VIA VIDEOCONFERENCE,fcb66da83ef4ddf2c3eb59a1ff0d3756
New Mexico,HB134,Menstrual Products In School Bathrooms,LGBTQ+ Inclusive Menstrual Rights,3/30/2023,Signed by Governor - Chapter 56 - Mar. 30,Safest,Provides specifically in men's restrooms,https://legiscan.com/NM/bill/HB134/2023,"Kathleen Cates, Joanne Ferrary, Natalie Figueroa, Joy Garratt, Yanira Gurrola, Charlotte Little, Tara Lujan, Marian Matthews, Kristina Ortez, Patricia Roybal Caballero, Debra Sarinana, Linda Serrato, Elizabeth Thomson, Christine Trujillo","Hearing 2023-01-30 08:30 Room 309, Hearing 2023-03-01 13:30 Room 307, Hearing 2023-03-08 09:00 Room 311, Hearing 2023-03-10 00:00 Room 311",fe59bce04e0eddd17cce537e38205958
New York,A04060,"Requires menstrual products in all public college and university buildings; replaces term ""feminine hygiene"" with ""menstrual"".",LGBTQ+ Inclusive Menstrual Rights,5/17/2023,REFERRED TO FINANCE,Safest,,https://legiscan.com/NY/bill/A04060/2023,"Amy Paulin, Jessica Gonzalez-Rojas, Juan Ardila, Alex Bores, Christopher Burdick, Kenneth Burgos, William Colton, Emily Gallagher, Charles Lavine, Grace Lee, Dana Levenberg, William Magnarelli, Steven Raga, Jonathan Rivera, Nily Rozic, Maryjane Shimsky, Jo Simon, Albert Stirpe, David McDonough, Phara Souffrant Forrest, Anna Kelles, Manny De Los Santos, Rebecca Seawright",Hearing 2023-03-21 11:00 Room 823 LOB,591326f3dedebfc467b2d6186befe7ea
New York,S05910,"Requires menstrual products in all public college and university buildings; replaces term ""feminine hygiene"" with ""menstrual"".",LGBTQ+ Inclusive Menstrual Rights,4/26/2023,REPORTED AND COMMITTED TO FINANCE,Safest,,https://legiscan.com/NY/bill/S05910/2023,Michelle Hinchey,Hearing 2023-04-25 11:00 Room 801 LOB,88d335a97bbfa1f054b84f40bbc8e134
Montana,HB498,Establish a Menstrual Equity Act,LGBTQ+ Inclusive Menstrual Rights,3/11/2023,(H) Missed Deadline for General Bill Transmittal,Worst,,https://legiscan.com/MT/bill/HB498/2023,Emma Kerr-Carpenter,Hearing 2023-02-17 15:00 Room 152,1f99bdb0f05ce14bb8cce5a8bfddfe6b
Minnesota,HF44,"School districts required to provide access to menstrual products for students, operating capital aid increased to fund school district purchases of menstrual products, and money appropriated.",LGBTQ+ Inclusive Menstrual Rights,3/9/2023,Author added Smith,Safest,,https://legiscan.com/MN/bill/HF44/2023,"Sandra Feist, Carlie Kotyza-Witthuhn, Cheryl Youakim, Esther Agbaje, Athena Hollins, Steve Elkins, Peter Fischer, Dave Pinto, Kaela Berg, Mike Freiberg, Ginny Klevorn, Kelly Moller, Aisha Gomez, Kristin Bahner, Tina Liebling, Hodan Hassan, Laurie Pryor, Sydney Jordan, Kim Hicks, Brion Curran, Heather Edelson, Heather Keeler, Amanda Hemmingsen-Jaeger, Samakab Hussein, Larry Kraft, Robert Bierman, Kristi Pursell, Mary Clardy, Jamie Becker-finn, Andrew Smith","Hearing 2023-01-11 15:00 , Hearing 2023-01-18 10:30 , Hearing 2023-01-25 10:30 ",986fbbadaf86c6c22845898129ea87c4
Massachusetts,S1381,To increase access to disposable menstrual products,LGBTQ+ Inclusive Menstrual Rights,5/26/2023,Hearing scheduled for 06/06/2023 from 01:00 PM-05:00 PM in Gardner Auditorium,Safest,,https://legiscan.com/MA/bill/S1381/2023,"Patricia Jehlen, Rebecca Rausch, Jack Lewis, Angelo Puppolo, Thomas Stanley, Michael Barrett, Salvatore DiDomenico, Patrick O'Connor, Mark Montigny, Kathleen LaNatra, Jacob Oliveira, Vanna Howard, Brian Ashe, Manny Cruz, James Hawkins, Lydia Edwards, John Keenan, James Eldridge, Adam Gomez, Liz Miranda, Brendan Crighton, Edward Kennedy, Jason Lewis, Anne Gobi, John Cronin, Paul Mark, Robyn Kennedy",Hearing 2023-06-06 13:00 Gardner Auditorium,026ed32084999f54c84090f6799f75ab
