"Date","State","Bill","Bill Description","Bill Type","Status","Bill Link","year"
2023-01-31,"Mississippi","SB2764","An Act To Provide That The Local School Board Of Every Public School District And Public Charter School Shall Adopt A Procedure For Notifying The Parent Of A Student Enrolled In The School Regarding Mental, Emotional And Physical Health Of The Student And Available Health-related Services; To Provide For Parental Consent For Such Services; To Authorize Student Well-being Questionnaires; To Prohibit School Personnel From Providing Or Allowing A Third Party To Provide Instruction Regarding Sexual Orientation Or Gender Identity To Students Enrolled In K-12 In A Manner That Is Not Age Or Developmentally Appropriate; To Amend Section 37-9-59, Mississippi Code Of 1972; To Authorize Dismissal Or Suspension For A Certified Teacher Who Does Not Comply With The Provisions Of This Act Relating To Sexual Orientation Or Gender Identity; And For Related Purposes.","Schools / Education","Dead/Failed","https://legiscan.com/MS/bill/SB2764/2023","2023"
2023-01-31,"Mississippi","SB2770","An Act To Prohibit Gender Reassignment Surgery From Being Performed Upon A Minor; To State Legislative Intent; To Define Terms; To Criminalize Any Person That Performs A Gender Reassignment Surgery Upon A Minor For The Purpose Of Assisting A Minor With A Gender Transition; To Provide Criminal Penalties; To Provide That The Performance Of A Gender Reassignment Surgery Upon A Minor By A Medical Professional Shall Be Unprofessional Conduct; To Require A Medical Professional's Licensing Or Certifying Board To Revoke The Licensure Of The Medical Professional If It Was Determined That A Gender Reassignment Surgery Was Performed Upon A Minor; To Provide A Civil Penalty For Any Medical Professional Who Performs A Gender Reassignment Surgery Upon A Minor; To Provide A Good-faith Exception For A Minor Born With A Medically Verifiable Genetic Disorder Of Sexual Development; To Provide A Private Cause Of Action For Violations Of This Act; To Provide That The Provisions Of This Act Are Severable; And For Related Purposes.","Healthcare","Dead/Failed","https://legiscan.com/MS/bill/SB2770/2023","2023"
2023-01-31,"Mississippi","SB2773","An Act To Enact The Defense Of Title Ix Act; To Provide Interpretation And Clarification Of Certain Terms Relating To Title Ix Of The Federal Code; To State Legislative Findings And Intent; To Clarify Terms For The Purposes Of State Law; To Provide That Policies And Laws That Distinguish Between The Sexes Are Subject To Intermediate Constitutional Scrutiny; And For Related Purposes.","Schools / Education","Dead/Failed","https://legiscan.com/MS/bill/SB2773/2023","2023"
2023-01-31,"Mississippi","SB2820","An Act Entitled The ""transparency In Education Act""; To Provide Parents Of Public School Students Certain Rights Related To Their Child's Education, Including The Right To Review A Syllabus, Curriculum And Teacher-training Materials And Meet With The Teacher To Discuss Course Content; To Require Public Schools To Adopt Procedures To Ensure That A Parent Provides Written Permission Before Their Child Participates In Identity Curriculum Or Critical Theory Curriculum And Allow Parents To Exempt Their Child From Any Specific Lessons That Are Objectionable To The Family; To Direct Public Schools To Hold A Curriculum Night To Allow Parents To Review The Curriculum And Meet With Teachers And Staff; To Provide Parental Access To Certain School District Records Concerning Their Child; To Provide Complaint Procedures; To Amend Section 37-13-9, Mississippi Code Of 1972, In Conformity; And For Related Purposes.","Schools / Education","Dead/Failed","https://legiscan.com/MS/bill/SB2820/2023","2023"
2023-01-31,"Mississippi","SB2861","An Act To Amend Section 83-9-22, Mississippi Code Of 1972, To Prohibit A Health Coverage Plan Under An Insurance Policy Or Other Plan Providing Healthcare Coverage In This State From Being Required To Provide Coverage For Any Gender Reassignment Surgery Or Service; And For Related Purposes.","Healthcare","Dead/Failed","https://legiscan.com/MS/bill/SB2861/2023","2023"
2023-01-31,"Mississippi","SB2864","An Act To Create New Section 43-13-117.7, Mississippi Code Of 1972, To Prohibit The Division Of Medicaid From Reimbursing Any Entity For Part Or All Of The Costs Of Care And Services Rendered For Gender Reassignment Surgery Or Services; To Create New Section 83-9-401, Mississippi Code Of 1972, To Prohibit Health Coverage Plans That Are Funded Wholly Or In Part By State Funds Or State-employee Contributions From Reimbursing Or Authorizing Payment Of Part Or All Of The Costs Of Care And Services Rendered By Any Entity For Gender Reassignment Surgery Or Services; And For Related Purposes.","Healthcare","Dead/Failed","https://legiscan.com/MS/bill/SB2864/2023","2023"
2023-01-31,"Tennessee","HB1215","As introduced, prohibits any managed care organization that contracts with the bureau of TennCare to provide medical assistance from providing reimbursement or coverage for a medical procedure if the performance or administration of the procedure is for the purpose of enabling a person to identify with, or live as, a purported identity inconsistent with the person's sex, or treating purported discomfort or distress from a discordance between a person's sex and asserted identity. - Amends TCA Title 4; Title 56; Title 68 and Title 71.","Healthcare","Introduced","https://legiscan.com/TN/bill/HB1215/2023","2023"
2023-01-31,"Tennessee","HB1269","As introduced, specifies that a teacher or other employee of a public school or LEA is not required to refer to a student using the student's preferred pronoun if the pronoun is not consistent with the student's biological sex; insulates a teacher or other employee of a public school or LEA from civil liability and adverse employment action for referring to a student using the pronoun that is consistent with the student's biological sex. - Amends TCA Title 49, Chapter 6.","Schools / Education","Introduced","https://legiscan.com/TN/bill/HB1269/2023","2023"
2023-01-31,"Tennessee","HB1378","As introduced, enacts the “Youth Health Protection Act.” - Amends TCA Title 8; Title 9; Title 14; Title 33; Title 63 and Title 68.","Healthcare","Introduced","https://legiscan.com/TN/bill/HB1378/2023","2023"
2023-01-31,"Tennessee","SB1339","As introduced, prohibits any managed care organization that contracts with the bureau of TennCare to provide medical assistance from providing reimbursement or coverage for a medical procedure if the performance or administration of the procedure is for the purpose of enabling a person to identify with, or live as, a purported identity inconsistent with the person's sex, or treating purported discomfort or distress from a discordance between a person's sex and asserted identity. - Amends TCA Title 4; Title 56; Title 68 and Title 71.","Healthcare","Introduced","https://legiscan.com/TN/bill/SB1339/2023","2023"
2023-01-31,"United States","SB187","A bill to amend the Internal Revenue Code of 1986 to deny the trade or business expense deduction for the reimbursement of employee costs of child gender transition procedure or travel to obtain an abortion.","Healthcare","Introduced","https://legiscan.com/US/bill/SB187/2023","2023"
2023-01-31,"West Virginia","HB3176","The purpose of this bill is to prohibit drag shows from being performed in front of minors and to prohibit drags shows in schools and libraries.","Drag Performance","Dead/Failed","https://legiscan.com/WV/bill/HB3176/2023","2023"
2023-01-31,"West Virginia","HB3183","The purpose of this bill is to prevent undue pressure and influences on minors in public school and public institutions, limit gender reassignment surgeries and hormone replacement therapies to consenting adults in this state, and to make a new crime of registered sex offenders at public school functions and athletic events, regardless of whether they have a child participating.","Healthcare","Dead/Failed","https://legiscan.com/WV/bill/HB3183/2023","2023"
2023-01-31,"Wyoming","HB0187","AN ACT relating to school sports; prohibiting students of the male sex from competing on a team designated for students of the female sex as specified; alternatively providing for the state board of education to determine student eligibility as specified; providing definitions; requiring rulemaking; and providing for an effective date.","Youth Athletics","Dead/Failed","https://legiscan.com/WY/bill/HB0187/2023","2023"
2023-01-30,"Illinois","HB1562","Amends the Interscholastic Athletic Organization Act. Provides that any athletic team or sport that is under the jurisdiction of an association or entity that provides for interscholastic athletics or athletic competition among schools and student must be expressly designated as (i) a male athletic team or sport, (ii) a female athletic team or sport, or (iii) a coeducational athletic team or sport. Provides that an athletic team or sport designated as being female is available only to participants who are female, based on their biological sex. Requires a school district or nonpublic school to obtain a written statement signed by a student's parent or guardian or the student verifying the student's age, biological sex, and that the student has not taken performance enhancing drugs; provides for a penalty for false or misleading statements. Prohibits a governmental entity or an association or entity that provides for interscholastic athletics or athletic competition among schools and students from entertaining a complaint, opening an investigation, or taking any other adverse action against a school district or nonpublic school for maintaining athletic teams or sports in accordance with these provisions.","Youth Athletics","Dead/Failed","https://legiscan.com/IL/bill/HB1562/2023","2023"
2023-01-30,"Minnesota","HF1086","Education; participation in athletic teams provided.","Youth Athletics","Introduced","https://legiscan.com/MN/bill/HF1086/2023","2023"
2023-01-30,"Minnesota","SF933","Drag performances as adult entertainment classification; location restrictions on adult entertainment establishment","Drag Performance","Introduced","https://legiscan.com/MN/bill/SF933/2023","2023"
2023-01-30,"Minnesota","SF934","Male student participation in female athletics restriction; male access to female changing facilities restriction; criminal establishment","Youth Athletics","Introduced","https://legiscan.com/MN/bill/SF934/2023","2023"
2023-01-28,"Utah","SB0016","Transgender Medical Treatments and Procedures Amendments","Healthcare","Signed/Enacted","https://legiscan.com/UT/bill/SB0016/2023","2023"
2023-01-27,"North Dakota","HB1333","A BILL for an Act to create and enact a new section to chapter 12.1-27.1 of the North Dakota Century Code, relating to restrictions on adult-oriented performances; to amend and reenact section 12.1-27.1-12 of the North Dakota Century Code, relating to state pre-emption of local laws regulating obscenity; and to provide a penalty.","Drag Performance","Crossed Over","https://legiscan.com/ND/bill/HB1333/2023","2023"
2023-01-27,"Texas","SB649","Relating to participation in athletic activities based on biological sex; providing a civil right to action for K-12 athletes and college athletes.","Youth Athletics","Introduced","https://legiscan.com/TX/bill/SB649/2023","2023"
2023-01-27,"West Virginia","HB3097","The purpose of this bill is to prohibit Medicaid and CHIP payment for certain prohibited medical practices.","Healthcare","Dead/Failed","https://legiscan.com/WV/bill/HB3097/2023","2023"
2023-01-26,"Iowa","SF159","A bill for an act relating to education, including modifying the responsibilities of the state board of education and school districts, prohibiting instruction related to gender identity or sexual orientation in school districts and charter schools in kindergarten through grade eight, modifying provisions associated with the human growth and development instruction and health screenings provided in school districts, charter schools, and innovation zone schools, and providing civil penalties.","Schools / Education","Dead/Failed","https://legiscan.com/IA/bill/SF159/2023","2023"
2023-01-26,"Maryland","HB359","Requiring certain interscholastic and intramural junior varsity and varsity athletic teams or sports sponsored by certain schools to be expressly designated based on biological sex; prohibiting certain entities from taking certain adverse actions against a school or county board of education for maintaining separate interscholastic and intramural junior varsity and varsity athletic teams and sports for students of the female sex; and providing that certain individuals have the right to bring a civil action under certain circumstances.","Youth Athletics","Dead/Failed","https://legiscan.com/MD/bill/HB359/2023","2023"
2023-01-26,"South Carolina","H3827","Amend The South Carolina Code Of Laws By Adding Section 59-29-12 So As To Provide Students In State-funded Places Of Learning With An Education Focused On Excellence And Integrity, Equip Them To Think Independently And Critically, Support Educators By Maintaining A Learning And Work Environment Unencumbered By Social Or Political Activism, Treat Students And Employees Of Schools With Dignity As Unique Individuals Without Stereotyping Or Scapegoating, Provide Instruction Free From Ideological Indoctrination Or Coercion, Foster And Defend Intellectual Inquiry And Freedom Of Speech As Well As Freedom From Compelled Speech, Require Clear Distinctions Between The Teaching Of Theory And Fact, Require Full Transparency Of Curricula, Protect The Privacy And Innocence Of Children And Guard Them Against Obscene And Mature Materials, Respect The Rights Of Parents As Their Child's Decision-makers For Health And Well-being, Including Emotional And Sexual Development, Defer To Parents As Their Child's Primary Source Of Moral And Social Values, Allow Parents To Opt Out Of Activities That Violate This Act, Establish A Clear Protocol For Reporting Violations And Allowing Local Entities To Address And Correct Issues, And Require Privacy And Nondisclosure During The Investigation Process.","Schools / Education","Dead/Failed","https://legiscan.com/SC/bill/H3827/2023","2023"
2023-01-26,"Texas","HB1686","Relating to prohibitions on the provision to certain children of procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria and on the use of public money or public assistance to provide those procedures and treatments.","Healthcare","Introduced","https://legiscan.com/TX/bill/HB1686/2023","2023"
2023-01-26,"Texas","HB1752","Relating to liability for the provision to certain children of procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria; providing a civil penalty.","Healthcare","Introduced","https://legiscan.com/TX/bill/HB1752/2023","2023"
2023-01-26,"Texas","SB625","Relating to prohibitions on the provision to certain children of procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria and on the use of public money or public assistance to provide those procedures and treatments.","Healthcare","Introduced","https://legiscan.com/TX/bill/SB625/2023","2023"
2023-01-25,"Hawaii","HB891","Prohibits the performance of gender reassignment surgeries on minors. Establishes a Class A felony for those who perform gender reassignment surgeries on minors.","Healthcare","Dead/Failed","https://legiscan.com/HI/bill/HB891/2023","2023"
2023-01-25,"Hawaii","SB1428","Bans instruction related to sexual orientation and gender identity in public schools. Establishes new parental rights regarding health services and records. Establishes the parental right to sue and receive damages if schools fail to adhere to new provisions.","Schools / Education","Dead/Failed","https://legiscan.com/HI/bill/SB1428/2023","2023"
2023-01-25,"Hawaii","SB1429","Creates the requirement of school sports to designate sexspecific teams for the purpose of gender equality.","Youth Athletics","Dead/Failed","https://legiscan.com/HI/bill/SB1429/2023","2023"
2023-01-25,"Minnesota","SF724","Participation in athletic teams provision","Youth Athletics","Introduced","https://legiscan.com/MN/bill/SF724/2023","2023"
2023-01-25,"South Dakota","HB1125","Expand provisions regarding the protection of minors from certain exhibitions.","Healthcare","Dead/Failed","https://legiscan.com/SD/bill/HB1125/2023","2023"
2023-01-25,"Tennessee","HB0571","As introduced, prohibits public institutions of higher education offering certain medical and health-related degree or certificate programs, and state contractors, from requiring diversity, equity, and inclusion training and education for purposes of the issuance of a degree, or the approval of a state contract or grant, as applicable. - Amends TCA Title 9; Title 12; Title 49 and Title 63.","Schools / Education","Introduced","https://legiscan.com/TN/bill/HB0571/2023","2023"
2023-01-25,"Tennessee","SB0603","As introduced, prohibits public institutions of higher education offering certain medical and health-related degree or certificate programs, and state contractors, from requiring diversity, equity, and inclusion training and education for purposes of the issuance of a degree, or the approval of a state contract or grant, as applicable. - Amends TCA Title 9; Title 12; Title 49 and Title 63.","Schools / Education","Introduced","https://legiscan.com/TN/bill/SB0603/2023","2023"
2023-01-24,"South Carolina","H3764","Affirm The Commitment Of The South Carolina House Of Representatives To The Fundamental Rights Of Parents To Direct The Education Of Their Children.","Schools / Education","Signed/Enacted","https://legiscan.com/SC/bill/H3764/2023","2023"
2023-01-24,"West Virginia","HB2972","The purpose of this bill is to restrict public universities or university associated healthcare facilities from performing gender reassignment surgeries or gender affirming care upon minors.","Healthcare","Dead/Failed","https://legiscan.com/WV/bill/HB2972/2023","2023"
2023-01-24,"West Virginia","HB2998","The purpose of this bill is to require birth certificates issued in this state to include the gender of the child at birth and prohibit use of the term """"non-binary"""" on birth certificates.","ID Updates","Dead/Failed","https://legiscan.com/WV/bill/HB2998/2023","2023"
2023-01-24,"West Virginia","HB3001","The purpose of this bill is to protect West Virginia public school teachers who refuse to use pronouns that are inconsistent with a student's biological sex.","Schools / Education","Dead/Failed","https://legiscan.com/WV/bill/HB3001/2023","2023"
2023-01-23,"Hawaii","HB508","Creates the requirement of school sports to designate sex-specific teams for the purpose of gender equality.","Youth Athletics","Dead/Failed","https://legiscan.com/HI/bill/HB508/2023","2023"
2023-01-23,"Hawaii","HB509","Bans instruction related to sexual orientation and gender identity in public schools. Establishes new parental rights regarding health services and records. Establishes the parental right to sue and receive damages if schools fail to adhere to new provisions.","Schools / Education","Dead/Failed","https://legiscan.com/HI/bill/HB509/2023","2023"
2023-01-23,"Iowa","SF110","A bill for an act relating to gender-transition procedures, and including effective date provisions.","Healthcare","Dead/Failed","https://legiscan.com/IA/bill/SF110/2023","2023"
2023-01-23,"Missouri","HB916","Creates provisions relating to gender transition procedures","Healthcare","Introduced","https://legiscan.com/MO/bill/HB916/2023","2023"
2023-01-23,"Texas","HB1532","Relating to professional liability insurance coverage for and prohibitions on the provision to certain children of procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria and to the abuse of a child.","Healthcare","Introduced","https://legiscan.com/TX/bill/HB1532/2023","2023"
2023-01-23,"Texas","HB1541","Relating to parental rights in public education and prohibiting certain instruction regarding sexual orientation or gender identity; authorizing a civil penalty.","Schools / Education","Introduced","https://legiscan.com/TX/bill/HB1541/2023","2023"
2023-01-23,"West Virginia","HB2919","The purpose of this bill is to create the Sexually Oriented Businesses Regulation Act. The bill prohibits adult video stores and adult arcades. The bill provides for legislative findings. The bill provides for definitions. The bill prohibits adult video stores and adult arcades from physical operation within the state. The bill provides for preemption. Finally, the bill provides for violations.","Drag Performance","Dead/Failed","https://legiscan.com/WV/bill/HB2919/2023","2023"
2023-01-20,"Hawaii","HB291","Provides that a new certificate of birth issued by the State shall include a designation of the sex of the person born, based on the genitalia of the person. Authorizes amendments of designations of sex on certificates of birth, provided that the birth registrant is an adult, and new designation is based on the genitalia of the birth registrant, as confirmed by a physician or physician's assistant.","ID Updates","Dead/Failed","https://legiscan.com/HI/bill/HB291/2023","2023"
2023-01-20,"South Dakota","HCR6008","Affirming, supporting, and defending certain principles, values, and goals.","Schools / Education","Dead/Failed","https://legiscan.com/SD/bill/HCR6008/2023","2023"
2023-01-20,"United States","HB429","To amend the Internal Revenue Code of 1986 to deny the trade or business expense deduction for the reimbursement of employee costs of child gender transition procedure or travel to obtain an abortion.","Healthcare","Introduced","https://legiscan.com/US/bill/HB429/2023","2023"
2023-01-19,"Alaska","HB27","An Act relating to school athletics, recreation, athletic teams, and sports.","Youth Athletics","Introduced","https://legiscan.com/AK/bill/HB27/2023","2023"
2023-01-19,"Arizona","HB2517","Government documents; sex identification","ID Updates","Introduced","https://legiscan.com/AZ/bill/HB2517/2023","2023"
2023-01-19,"Connecticut","HB06213","To eliminate unfair competition in women's interscholastic sporting competition.","Youth Athletics","Introduced","https://legiscan.com/CT/bill/HB06213/2023","2023"
2023-01-19,"Indiana","HB1520","Use of public restrooms. Makes it a Class B misdemeanor if: (1) a male knowingly or intentionally enters a restroom that is designated to be used only by females; or (2) a female knowingly or intentionally enters a restroom that is designated to be used only by males. Provides for certain defenses.","Public Facilities","Dead/Failed","https://legiscan.com/IN/bill/HB1520/2023","2023"
2023-01-19,"Indiana","HB1525","Prohibited health care for minors. Prohibits specified health care professionals from: (1) performing certain medical procedures on a minor; or (2) prescribing, administering, or furnishing certain drugs to a minor; that purposely attempt to change, reinforce, or affirm a minor's perception of the minor's own sexual attraction or sexual behavior, or attempt to change, reinforce, or affirm a minor's gender identity when the identity is inconsistent with the minor's biological sex.","Healthcare","Dead/Failed","https://legiscan.com/IN/bill/HB1525/2023","2023"
2023-01-19,"Indiana","SB0386","Dignity and nondiscrimination in education. Provides that a school corporation or qualified school shall not promote certain concepts as part of a course of instruction or in a curriculum or instructional program, or allow teachers or other employees to use supplemental learning materials to promote certain concepts regarding age, sex, gender identity, sexual orientation, race, creed, color, marital status, familial status, mental or physical disability, religion, or national origin. Requires a request to meet with a teacher for certain complaints. Requires each school corporation or qualified school to establish grievance procedures for certain complaints. Provides that, if a parent of a student or a student, if the student is an adult or an emancipated minor, is not satisfied with a final decision, the parent or student may submit a request to the secretary of education (secretary) to review the complaint and decision. Provides that the secretary's decision is a final order and is appealable. Requires the department of education to create guidance materials and professional development materials for use by school corporations, qualified schools, and teachers.","Schools / Education","Dead/Failed","https://legiscan.com/IN/bill/SB0386/2023","2023"
2023-01-19,"Indiana","SB0413","Parental rights in education. Requires a governing body of a school corporation to adopt procedures to require schools to notify a parent of an unemancipated minor student regarding the: (1) student's services, support, or monitoring related to the student's social emotional, behavioral, mental, or physical health; or (2) school's ability to provide a safe and supportive learning environment for the student. Establishes requirements and restrictions regarding the procedures. Prohibits school corporation personnel or a third party vendor that contracts with a school corporation from providing instruction on sexual orientation or gender identity: (1) to any students of the school corporation enrolled in kindergarten through grade 12; or (2) in a manner that is not age appropriate or developmentally appropriate for students in accordance with state law. Establishes requirements regarding: (1) student support services training; (2) notifying parents of social emotional, behavioral, mental, and physical health services or support offered by a school corporation and the parent's option to withhold consent or decline any of those health services or support; and (3) administering a social emotional, behavioral, mental, or physical health personal analysis or evaluation, questionnaire, screening, survey, or assessment to an unemancipated minor student enrolled in kindergarten through grade 12. Requires a school corporation to notify the parent of each student enrolled in a school maintained by the school corporation if the school corporation permits a student of that school to use a multiple occupancy restroom or locker room that is designated for a sex that is not the student's biological sex. Requires a school corporation to: (1) establish a grievance procedure for a violation of the provisions; and (2) post the grievance procedure on the school corporation's website. Provides that a parent who is not satisfied with a decision by a school principal or principal's designee regarding a complaint by the parent may request the department of education (department) to review the complaint and decision. Provides that a parent of a student may bring a civil action against the school corporation for a violation of the provisions. Requires, not later than May 30, 2024, the department to adopt or update, as necessary and as approved by the state board of education, certain student services, personnel guidelines, standards, frameworks, practices, and principles.","Schools / Education","Dead/Failed","https://legiscan.com/IN/bill/SB0413/2023","2023"
2023-01-19,"Indiana","SB0487","Preventing pregnancy in prison. Provides that the department of correction shall assign an offender, including a delinquent offender, to a facility or program that is based on the offender's biological sex at birth in accordance with the offender's genetics and reproductive biology.","Other","Dead/Failed","https://legiscan.com/IN/bill/SB0487/2023","2023"
2023-01-19,"Minnesota","HF551","Female sports team participation restricted to female sex.","Youth Athletics","Introduced","https://legiscan.com/MN/bill/HF551/2023","2023"
2023-01-19,"South Carolina","S0424","Amend The South Carolina Code Of Laws By Adding Section 59-29-12 So As To Provide Students In State-funded Places Of Learning With An Education Focused On Excellence And Integrity, Equip Them To Think Independently And Critically, Support Educators By Maintaining A Learning And Work Environment Unencumbered By Social Or Political Activism, Treat Students And Employees Of Schools With Dignity As Unique Individuals Without Stereotyping Or Scapegoating, Provide Instruction Free From Ideological Indoctrination Or Coercion, Foster And Defend Intellectual Inquiry And Freedom Of Speech As Well As Freedom From Compelled Speech, Require Clear Distinctions Between The Teaching Of Theory And Fact, Require Full Transparency Of Curricula, Protect The Privacy And Innocence Of Children And Guard Them Against Obscene And Mature Materials, Respect The Rights Of Parents As Their Child's Decision-makers For Health And Well-being Including Emotional And Sexual Development, Defer To Parents As Their Child's Primary Source Of Moral And Social Values, Allow Parents To Opt Out Of Activities That Violate This Act, Establish A Clear Protocol For Reporting Violations And Allowing Local Entities To Address And Correct Issues, And Require Privacy And Nondisclosure During The Investigation Process.","Schools / Education","Dead/Failed","https://legiscan.com/SC/bill/S0424/2023","2023"
2023-01-19,"Tennessee","HB0306","As introduced, authorizes a private school to create a policy to regulate a student's participation in the school's athletic activities or events based upon a student's biological sex. - Amends TCA Title 49, Chapter 1 and Title 49, Chapter 50.","Youth Athletics","Introduced","https://legiscan.com/TN/bill/HB0306/2023","2023"
2023-01-18,"Connecticut","SB00467","To set forth the right of an individual business to determine the policies of the business establishment with respect to gender-specific access to facilities and activities.","Nondiscrimination Protections","Introduced","https://legiscan.com/CT/bill/SB00467/2023","2023"
2023-01-18,"Connecticut","SB00468","To provide civil immunity for interscholastic athletic organizations and the sanctioning bodies of private youth organizations when such entities adopt policies that require an athletic participant to compete on a team that matches the gender identity on the person's birth certificate.","Youth Athletics","Introduced","https://legiscan.com/CT/bill/SB00468/2023","2023"
2023-01-18,"North Dakota","HB1526","A BILL for an Act to create and enact a new section to chapter 14-02.4, a new section to chapter 15.1-07, and two new sections to chapter 15.1-21 of the North Dakota Century Code, relating to school discrimination, parental rights and involvement in school, curbing of social emotional learning, and the review and recommendation of instructional materials; to amend and reenact subsection 6 of section 14-02.4-02 and section 15.1-21-24 of the North Dakota Century Code, relating to the definition of a discriminatory practice and reproductive health education requirements; and to provide a penalty.","Schools / Education","Dead/Failed","https://legiscan.com/ND/bill/HB1526/2023","2023"
2023-01-18,"South Carolina","H3730","Amend The South Carolina Code Of Laws By Enacting The ""millstone Act Of 2023""; And By Adding Chapter 141 To Title 44 So As To Prohibit Health Care Professionals From Making Referrals For Or Providing Gender-transition Procedures Or Services To Anyone Under Twenty-six Years Of Age; To Prohibit The Use Of Public Funds For Such Procedures; And To Create A Criminal Penalty For Violations, Provide For Professional Discipline, Allow A Private Right Of Action, And Authorize The Attorney General To Enforce The Chapter.","Healthcare","Dead/Failed","https://legiscan.com/SC/bill/H3730/2023","2023"
2023-01-17,"Iowa","SF83","A bill for an act relating to instruction relating to gender identity in the curriculum provided to students enrolled in kindergarten through grade eight in school districts, accredited nonpublic schools, and charter schools and creating a private cause of action.","Schools / Education","Dead/Failed","https://legiscan.com/IA/bill/SF83/2023","2023"
2023-01-17,"Indiana","HB1346","Gender fluidity. Provides that a school may not promote or encourage the use of, or require, compel, or coerce a student, an employee of the school, or a staff member of the school to use: (1) a pronoun, title, or other word to identify a student, school employee, or other individual that is inconsistent with the student's, employee's, or individual's biological sex; or (2) a name or nickname to identify a student that is inconsistent with the student's name on the student's birth certificate. Creates an exception. Provides that a school may not require an employee or a staff member of the school to adopt, support, or promote gender fluidity.","Schools / Education","Dead/Failed","https://legiscan.com/IN/bill/HB1346/2023","2023"
2023-01-17,"Indiana","HB1503","Regulation of sexually oriented businesses. Provides that a sexually oriented business may not operate within 1,000 feet of specified facilities that cater to minors. Exempts pre-existing businesses that have been in continuous operation. Establishes a civil enforcement mechanism. Repeals the existing law concerning sexually explicit materials. Makes conforming amendments.","Drag Performance","Dead/Failed","https://legiscan.com/IN/bill/HB1503/2023","2023"
2023-01-17,"Minnesota","HF426","Student physical privacy provided.","Public Facilities","Introduced","https://legiscan.com/MN/bill/HF426/2023","2023"
2023-01-17,"Minnesota","SF311","Student physical privacy establishment","Public Facilities","Introduced","https://legiscan.com/MN/bill/SF311/2023","2023"
2023-01-17,"Missouri","SB497","Prohibits schools from providing course materials or instruction on gender identity or gender reassignment","Schools / Education","Introduced","https://legiscan.com/MO/bill/SB497/2023","2023"
2023-01-17,"Nebraska","LB575","Adopt the Sports and Spaces Act","Youth Athletics","Introduced","https://legiscan.com/NE/bill/LB575/2023","2023"
2023-01-17,"Oregon","HB3044","Directs district school boards to adopt procedures for notifying parents of specified information. Directs district school boards to adopt procedures for notifying parents of specified information. Prohibits classroom instruction on sexual orientation and gender identity, absent parental consent, before fourth grade. Requires parental consent before administering specified questionnaire or health screening form. Directs State Board of Education to adopt procedure for parents to report concerns regarding school district's implementation of requirements. Requires health care providers to notify parents of minors when minors consent to specified medical treatments without parental consent. Directs health care provider who declines to disclose information to minor's parents due to provider's concerns regarding abuse of minor to immediately report suspected child abuse. Modifies definition of ""personal representative"" for purposes of access to minor's protected health information to include minor's parent or legal guardian. Takes effect on 91st day following adjournment sine die.","Schools / Education","Introduced","https://legiscan.com/OR/bill/HB3044/2023","2023"
2023-01-17,"Oregon","SB749","Prohibits athletic organizations from designating, classifying, naming or categorizing as specific for females certain athletic activities for which participation is permitted by persons whose biological sex is male. Prohibits athletic organizations from designating, classifying, naming or categorizing as specific for females certain athletic activities for which participation is permitted by persons whose biological sex is male.","Youth Athletics","Introduced","https://legiscan.com/OR/bill/SB749/2023","2023"
2023-01-17,"Tennessee","HB0239","As introduced, adds ""sex"" as a defined term for statutory construction purposes. - Amends TCA Title 1, Chapter 3 and Title 49, Chapter 2, Part 8.","ID Updates","Introduced","https://legiscan.com/TN/bill/HB0239/2023","2023"
2023-01-17,"Texas","SB476","Relating to the definition of sexually oriented business.","Drag Performance","Introduced","https://legiscan.com/TX/bill/SB476/2023","2023"
2023-01-17,"West Virginia","SB253","The purpose of this bill is to make it a criminal offense for a person to engage in an adult cabaret performance where it may be viewed by a minor","Drag Performance","Dead/Failed","https://legiscan.com/WV/bill/SB253/2023","2023"
2023-01-16,"Idaho","S1003","GOVERNMENT -- Amends existing law to provide that a bidder, offeror, contractor, or subcontractor shall not be required to provide access to a multiple occupancy restroom, multiple occupancy shower facility, or multiple occupancy changing room on any basis other than biological sex.","Public Facilities","Dead/Failed","https://legiscan.com/ID/bill/S1003/2023","2023"
2023-01-12,"Illinois","HB1071","Creates the Safety and Opportunity for Girls Act. Provides that notwithstanding any other law to the contrary, no receipt of State funding may be contingent upon an educational institution forgoing the maintenance of sex-segregated spaces by the educational institution, including bathrooms and locker rooms. Provides that notwithstanding any other law to the contrary, no receipt of State funding may be contingent upon an educational institution forgoing the maintenance of sex-segregated athletic or academic programs by the educational institution.","Public Facilities","Dead/Failed","https://legiscan.com/IL/bill/HB1071/2023","2023"
2023-01-12,"Indiana","SB0351","Designation of sex on birth certificate. Defines """"sex"""" for purposes of birth certificates.","ID Updates","Dead/Failed","https://legiscan.com/IN/bill/SB0351/2023","2023"
